Transaction_ID,Date,Day,Day type,Product,Category,Quantity,Unit_Price,Total_Sales,Event
T4816,4/13/2025,Sunday,weekend,Popcorn,Snacks,4,4,16,Regular Sales
T4817,4/13/2025,Sunday,weekend,Popcorn,Snacks,3,4,12,Regular Sales
T4818,4/13/2025,Sunday,weekend,Shampoo,Personal Care,15,8,120,Regular Sales
T4819,4/13/2025,Sunday,weekend,Croissant,Bakery,7,3,21,Regular Sales
T4820,4/13/2025,Sunday,weekend,Water Bottle,Beverages,9,2,18,Regular Sales
T4821,4/13/2025,Sunday,weekend,Chicken,Meat,15,14,210,Regular Sales
T4822,4/13/2025,Sunday,weekend,Cooking Oil,Groceries,3,12,36,Regular Sales
T4823,4/13/2025,Sunday,weekend,Oranges,Fruits,7,4,28,Regular Sales
T4824,4/14/2025,Monday,weekday,Chips,Snacks,3,4,12,Regular Sales
T4825,4/14/2025,Monday,weekday,Bananas,Fruits,7,2,14,Regular Sales
T4826,4/14/2025,Monday,weekday,Shampoo,Personal Care,2,8,16,Regular Sales
T4827,4/14/2025,Monday,weekday,Croissant,Bakery,4,3,12,Regular Sales
T4828,4/14/2025,Monday,weekday,Toothpaste,Personal Care,10,5,50,Regular Sales
T4829,4/14/2025,Monday,weekday,Yogurt,Dairy,10,3,30,Regular Sales
T4830,4/14/2025,Monday,weekday,Shampoo,Personal Care,4,8,32,Regular Sales
T4831,4/14/2025,Monday,weekday,Fish,Meat,1,18,18,Regular Sales
T4832,4/14/2025,Monday,weekday,Pasta,Groceries,9,8,72,Regular Sales
T4833,4/14/2025,Monday,weekday,Water Bottle,Beverages,4,2,8,Regular Sales
T4834,4/14/2025,Monday,weekday,Tea,Beverages,2,7,14,Regular Sales
T4835,4/14/2025,Monday,weekday,Yogurt,Dairy,4,3,12,Regular Sales
T4836,4/14/2025,Monday,weekday,Coffee,Beverages,4,10,40,Regular Sales
T4837,4/14/2025,Monday,weekday,Cooking Oil,Groceries,1,12,12,Regular Sales
T4838,4/14/2025,Monday,weekday,Chips,Snacks,7,4,28,Regular Sales
T4839,4/14/2025,Monday,weekday,Soap,Personal Care,4,4,16,Regular Sales
T4840,4/14/2025,Monday,weekday,Tissue Paper,Household,3,3,9,Regular Sales
T4841,4/14/2025,Monday,weekday,Oranges,Fruits,4,4,16,Regular Sales
T4842,4/14/2025,Monday,weekday,Chocolate,Snacks,5,5,25,Regular Sales
T4843,4/14/2025,Monday,weekday,Bread,Bakery,6,2,12,Regular Sales
T4844,4/14/2025,Monday,weekday,Pasta,Groceries,3,8,24,Regular Sales
T4845,4/14/2025,Monday,weekday,Cooking Oil,Groceries,2,12,24,Regular Sales
T4846,4/14/2025,Monday,weekday,Biscuits,Snacks,7,3,21,Regular Sales
T4847,4/14/2025,Monday,weekday,Water Bottle,Beverages,2,2,4,Regular Sales
T4848,4/14/2025,Monday,weekday,Popcorn,Snacks,8,4,32,Regular Sales
T4849,4/14/2025,Monday,weekday,Apples,Fruits,10,4,40,Regular Sales
T4850,4/14/2025,Monday,weekday,Apples,Fruits,2,4,8,Regular Sales
T4851,4/14/2025,Monday,weekday,Fish,Meat,3,18,54,Regular Sales
T4852,4/14/2025,Monday,weekday,Muffin,Bakery,4,4,16,Regular Sales
T4853,4/14/2025,Monday,weekday,Soft Drink,Beverages,8,4,32,Regular Sales
T4854,4/15/2025,Tuesday,weekday,Flour,Groceries,8,5,40,Regular Sales
T4855,4/15/2025,Tuesday,weekday,Bananas,Fruits,1,2,2,Regular Sales
T4856,4/15/2025,Tuesday,weekday,Croissant,Bakery,6,3,18,Regular Sales
T4857,4/15/2025,Tuesday,weekday,Sugar,Groceries,1,6,6,Regular Sales
T4858,4/15/2025,Tuesday,weekday,Tissue Paper,Household,8,3,24,Regular Sales
T4859,4/15/2025,Tuesday,weekday,Oranges,Fruits,5,4,20,Regular Sales
T4860,4/15/2025,Tuesday,weekday,Toothpaste,Personal Care,2,5,10,Regular Sales
T4861,4/15/2025,Tuesday,weekday,Flour,Groceries,5,5,25,Regular Sales
T4862,4/15/2025,Tuesday,weekday,Apples,Fruits,5,4,20,Regular Sales
T4863,4/15/2025,Tuesday,weekday,Detergent,Household,2,10,20,Regular Sales
T4864,4/15/2025,Tuesday,weekday,Eggs,Dairy,10,5,50,Regular Sales
T4865,4/15/2025,Tuesday,weekday,Sugar,Groceries,4,6,24,Regular Sales
T4866,4/15/2025,Tuesday,weekday,Dish Wash,Household,6,5,30,Regular Sales
T4867,4/15/2025,Tuesday,weekday,Flour,Groceries,1,5,5,Regular Sales
T4868,4/15/2025,Tuesday,weekday,Fish,Meat,3,18,54,Regular Sales
T4869,4/15/2025,Tuesday,weekday,Cooking Oil,Groceries,10,12,120,Regular Sales
T4870,4/15/2025,Tuesday,weekday,Cheese,Dairy,7,6,42,Regular Sales
T4871,4/15/2025,Tuesday,weekday,Flour,Groceries,9,5,45,Regular Sales
T4872,4/15/2025,Tuesday,weekday,Milk,Dairy,5,3,15,Regular Sales
T4873,4/15/2025,Tuesday,weekday,Dish Wash,Household,1,5,5,Regular Sales
T4874,4/15/2025,Tuesday,weekday,Face Wash,Personal Care,7,9,63,Regular Sales
T4875,4/15/2025,Tuesday,weekday,Popcorn,Snacks,6,4,24,Regular Sales
T4876,4/15/2025,Tuesday,weekday,Dish Wash,Household,3,5,15,Regular Sales
T4877,4/15/2025,Tuesday,weekday,Shampoo,Personal Care,9,8,72,Regular Sales
T4878,4/15/2025,Tuesday,weekday,Apples,Fruits,4,4,16,Regular Sales
T4879,4/15/2025,Tuesday,weekday,Cheese,Dairy,5,6,30,Regular Sales
T4880,4/15/2025,Tuesday,weekday,Milk,Dairy,8,3,24,Regular Sales
T4881,4/15/2025,Tuesday,weekday,Eggs,Dairy,5,5,25,Regular Sales
T4882,4/15/2025,Tuesday,weekday,Soap,Personal Care,4,4,16,Regular Sales
T4883,4/15/2025,Tuesday,weekday,Soft Drink,Beverages,6,4,24,Regular Sales
T4884,4/15/2025,Tuesday,weekday,Biscuits,Snacks,3,3,9,Regular Sales
T4885,4/15/2025,Tuesday,weekday,Sugar,Groceries,9,6,54,Regular Sales
T4886,4/15/2025,Tuesday,weekday,Toothpaste,Personal Care,1,5,5,Regular Sales
T4887,4/15/2025,Tuesday,weekday,Detergent,Household,8,10,80,Regular Sales
T4888,4/15/2025,Tuesday,weekday,Coffee,Beverages,5,10,50,Regular Sales
T4889,4/15/2025,Tuesday,weekday,Soap,Personal Care,4,4,16,Regular Sales
T4890,4/15/2025,Tuesday,weekday,Milk,Dairy,6,3,18,Regular Sales
T4891,4/15/2025,Tuesday,weekday,Eggs,Dairy,6,5,30,Regular Sales
T4892,4/15/2025,Tuesday,weekday,Cheese,Dairy,9,6,54,Regular Sales
T4893,4/15/2025,Tuesday,weekday,Sugar,Groceries,5,6,30,Regular Sales
T4894,4/15/2025,Tuesday,weekday,Muffin,Bakery,2,4,8,Regular Sales
T4895,4/16/2025,Wednesday,weekday,Tea,Beverages,8,7,56,Regular Sales
T4896,4/16/2025,Wednesday,weekday,Croissant,Bakery,3,3,9,Regular Sales
T4897,4/16/2025,Wednesday,weekday,Bananas,Fruits,6,2,12,Regular Sales
T4898,4/16/2025,Wednesday,weekday,Soft Drink,Beverages,4,4,16,Regular Sales
T4899,4/16/2025,Wednesday,weekday,Apples,Fruits,5,4,20,Regular Sales
T4900,4/16/2025,Wednesday,weekday,Shampoo,Personal Care,6,8,48,Regular Sales
T4901,4/16/2025,Wednesday,weekday,Pasta,Groceries,3,8,24,Regular Sales
T4902,4/16/2025,Wednesday,weekday,Biscuits,Snacks,2,3,6,Regular Sales
T4903,4/16/2025,Wednesday,weekday,Soft Drink,Beverages,6,4,24,Regular Sales
T4904,4/16/2025,Wednesday,weekday,Butter,Dairy,10,4,40,Regular Sales
T4905,4/16/2025,Wednesday,weekday,Soft Drink,Beverages,7,4,28,Regular Sales
T4906,4/16/2025,Wednesday,weekday,Apples,Fruits,9,4,36,Regular Sales
T4907,4/16/2025,Wednesday,weekday,Muffin,Bakery,9,4,36,Regular Sales
T4908,4/16/2025,Wednesday,weekday,Bread,Bakery,10,2,20,Regular Sales
T4909,4/16/2025,Wednesday,weekday,Tissue Paper,Household,3,3,9,Regular Sales
T4910,4/16/2025,Wednesday,weekday,Chips,Snacks,2,4,8,Regular Sales
T4911,4/16/2025,Wednesday,weekday,Eggs,Dairy,1,5,5,Regular Sales
T4912,4/16/2025,Wednesday,weekday,Coffee,Beverages,7,10,70,Regular Sales
T4913,4/16/2025,Wednesday,weekday,Cooking Oil,Groceries,2,12,24,Regular Sales
T4914,4/16/2025,Wednesday,weekday,Rice,Groceries,6,15,90,Regular Sales
T4915,4/16/2025,Wednesday,weekday,Toothpaste,Personal Care,2,5,10,Regular Sales
T4916,4/16/2025,Wednesday,weekday,Bananas,Fruits,10,2,20,Regular Sales
T4917,4/16/2025,Wednesday,weekday,Biscuits,Snacks,4,3,12,Regular Sales
T4918,4/16/2025,Wednesday,weekday,Soft Drink,Beverages,6,4,24,Regular Sales
T4919,4/16/2025,Wednesday,weekday,Face Wash,Personal Care,5,9,45,Regular Sales
T4920,4/16/2025,Wednesday,weekday,Coffee,Beverages,8,10,80,Regular Sales
T4921,4/16/2025,Wednesday,weekday,Bananas,Fruits,5,2,10,Regular Sales
T4922,4/16/2025,Wednesday,weekday,Detergent,Household,4,10,40,Regular Sales
T4923,4/16/2025,Wednesday,weekday,Soap,Personal Care,10,4,40,Regular Sales
T4924,4/16/2025,Wednesday,weekday,Cooking Oil,Groceries,4,12,48,Regular Sales
T4925,4/16/2025,Wednesday,weekday,Croissant,Bakery,7,3,21,Regular Sales
T4926,4/16/2025,Wednesday,weekday,Muffin,Bakery,10,4,40,Regular Sales
T4927,4/16/2025,Wednesday,weekday,Chocolate,Snacks,6,5,30,Regular Sales
T4928,4/16/2025,Wednesday,weekday,Shampoo,Personal Care,5,8,40,Regular Sales
T4929,4/16/2025,Wednesday,weekday,Soap,Personal Care,2,4,8,Regular Sales
T4930,4/16/2025,Wednesday,weekday,Flour,Groceries,7,5,35,Regular Sales
T4931,4/16/2025,Wednesday,weekday,Soap,Personal Care,7,4,28,Regular Sales
T4932,4/16/2025,Wednesday,weekday,Milk,Dairy,5,3,15,Regular Sales
T4933,4/17/2025,Thursday,weekday,Toothpaste,Personal Care,6,5,30,Regular Sales
T4934,4/17/2025,Thursday,weekday,Face Wash,Personal Care,4,9,36,Regular Sales
T4935,4/17/2025,Thursday,weekday,Bananas,Fruits,8,2,16,Regular Sales
T4936,4/17/2025,Thursday,weekday,Chips,Snacks,7,4,28,Regular Sales
T4937,4/17/2025,Thursday,weekday,Bread,Bakery,3,2,6,Regular Sales
T4938,4/17/2025,Thursday,weekday,Milk,Dairy,1,3,3,Regular Sales
T4939,4/17/2025,Thursday,weekday,Tissue Paper,Household,7,3,21,Regular Sales
T4940,4/17/2025,Thursday,weekday,Milk,Dairy,7,3,21,Regular Sales
T4941,4/17/2025,Thursday,weekday,Coffee,Beverages,2,10,20,Regular Sales
T4942,4/17/2025,Thursday,weekday,Shampoo,Personal Care,7,8,56,Regular Sales
T4943,4/17/2025,Thursday,weekday,Chocolate,Snacks,4,5,20,Regular Sales
T4944,4/17/2025,Thursday,weekday,Popcorn,Snacks,10,4,40,Regular Sales
T4945,4/17/2025,Thursday,weekday,Fish,Meat,9,18,162,Regular Sales
T4946,4/17/2025,Thursday,weekday,Shampoo,Personal Care,9,8,72,Regular Sales
T4947,4/17/2025,Thursday,weekday,Pasta,Groceries,7,8,56,Regular Sales
T4948,4/17/2025,Thursday,weekday,Shampoo,Personal Care,10,8,80,Regular Sales
T4949,4/17/2025,Thursday,weekday,Dish Wash,Household,7,5,35,Regular Sales
T4950,4/17/2025,Thursday,weekday,Chicken,Meat,5,14,70,Regular Sales
T4951,4/17/2025,Thursday,weekday,Chips,Snacks,3,4,12,Regular Sales
T4952,4/17/2025,Thursday,weekday,Bananas,Fruits,1,2,2,Regular Sales
T4953,4/17/2025,Thursday,weekday,Rice,Groceries,3,15,45,Regular Sales
T4954,4/17/2025,Thursday,weekday,Fish,Meat,2,18,36,Regular Sales
T4955,4/17/2025,Thursday,weekday,Chicken,Meat,6,14,84,Regular Sales
T4956,4/17/2025,Thursday,weekday,Rice,Groceries,1,15,15,Regular Sales
T4957,4/17/2025,Thursday,weekday,Rice,Groceries,7,15,105,Regular Sales
T4958,4/17/2025,Thursday,weekday,Bananas,Fruits,6,2,12,Regular Sales
T4959,4/17/2025,Thursday,weekday,Muffin,Bakery,3,4,12,Regular Sales
T4960,4/17/2025,Thursday,weekday,Chicken,Meat,7,14,98,Regular Sales
T4961,4/17/2025,Thursday,weekday,Pasta,Groceries,7,8,56,Regular Sales
T4962,4/17/2025,Thursday,weekday,Flour,Groceries,9,5,45,Regular Sales
T4963,4/17/2025,Thursday,weekday,Biscuits,Snacks,4,3,12,Regular Sales
T4964,4/17/2025,Thursday,weekday,Yogurt,Dairy,7,3,21,Regular Sales
T4965,4/17/2025,Thursday,weekday,Dish Wash,Household,2,5,10,Regular Sales
T4966,4/17/2025,Thursday,weekday,Croissant,Bakery,9,3,27,Regular Sales
T4967,4/17/2025,Thursday,weekday,Milk,Dairy,8,3,24,Regular Sales
T4968,4/17/2025,Thursday,weekday,Cheese,Dairy,5,6,30,Regular Sales
T4969,4/17/2025,Thursday,weekday,Oranges,Fruits,9,4,36,Regular Sales
T4970,4/18/2025,Friday,weekend,Soft Drink,Beverages,3,4,12,Good Friday Sale
T4971,4/18/2025,Friday,weekend,Tissue Paper,Household,1,3,3,Good Friday Sale
T4972,4/18/2025,Friday,weekend,Juice,Beverages,3,5,15,Good Friday Sale
T4973,4/18/2025,Friday,weekend,Sugar,Groceries,10,6,60,Good Friday Sale
T4974,4/18/2025,Friday,weekend,Rice,Groceries,9,15,135,Good Friday Sale
T4975,4/18/2025,Friday,weekend,Juice,Beverages,13,5,65,Good Friday Sale
T4976,4/18/2025,Friday,weekend,Yogurt,Dairy,6,3,18,Good Friday Sale
T4977,4/18/2025,Friday,weekend,Chips,Snacks,9,4,36,Good Friday Sale
T4978,4/18/2025,Friday,weekend,Popcorn,Snacks,12,4,48,Good Friday Sale
T4979,4/18/2025,Friday,weekend,Sugar,Groceries,10,6,60,Good Friday Sale
T4980,4/18/2025,Friday,weekend,Muffin,Bakery,12,4,48,Good Friday Sale
T4981,4/18/2025,Friday,weekend,Shampoo,Personal Care,10,8,80,Good Friday Sale
T4982,4/18/2025,Friday,weekend,Rice,Groceries,7,15,105,Good Friday Sale
T4983,4/18/2025,Friday,weekend,Fish,Meat,13,18,234,Good Friday Sale
T4984,4/18/2025,Friday,weekend,Bread,Bakery,3,2,6,Good Friday Sale
T4985,4/18/2025,Friday,weekend,Soap,Personal Care,13,4,52,Good Friday Sale
T4986,4/18/2025,Friday,weekend,Flour,Groceries,9,5,45,Good Friday Sale
T4987,4/18/2025,Friday,weekend,Oranges,Fruits,12,4,48,Good Friday Sale
T4988,4/18/2025,Friday,weekend,Sugar,Groceries,7,6,42,Good Friday Sale
T4989,4/18/2025,Friday,weekend,Apples,Fruits,6,4,24,Good Friday Sale
T4990,4/18/2025,Friday,weekend,Tissue Paper,Household,4,3,12,Good Friday Sale
T4991,4/18/2025,Friday,weekend,Croissant,Bakery,9,3,27,Good Friday Sale
T4992,4/18/2025,Friday,weekend,Coffee,Beverages,7,10,70,Good Friday Sale
T4993,4/18/2025,Friday,weekend,Soft Drink,Beverages,13,4,52,Good Friday Sale
T4994,4/18/2025,Friday,weekend,Water Bottle,Beverages,13,2,26,Good Friday Sale
T4995,4/18/2025,Friday,weekend,Yogurt,Dairy,3,3,9,Good Friday Sale
T4996,4/18/2025,Friday,weekend,Water Bottle,Beverages,7,2,14,Good Friday Sale
T4997,4/18/2025,Friday,weekend,Rice,Groceries,4,15,60,Good Friday Sale
T4998,4/18/2025,Friday,weekend,Yogurt,Dairy,10,3,30,Good Friday Sale
T4999,4/18/2025,Friday,weekend,Fish,Meat,4,18,72,Good Friday Sale
T5000,4/18/2025,Friday,weekend,Water Bottle,Beverages,12,2,24,Good Friday Sale
T5001,4/18/2025,Friday,weekend,Apples,Fruits,10,4,40,Good Friday Sale
T5002,4/18/2025,Friday,weekend,Rice,Groceries,6,15,90,Good Friday Sale
T5003,4/18/2025,Friday,weekend,Flour,Groceries,10,5,50,Good Friday Sale
T5004,4/18/2025,Friday,weekend,Popcorn,Snacks,3,4,12,Good Friday Sale
T5005,4/18/2025,Friday,weekend,Bananas,Fruits,9,2,18,Good Friday Sale
T5006,4/18/2025,Friday,weekend,Soap,Personal Care,9,4,36,Good Friday Sale
T5007,4/18/2025,Friday,weekend,Cheese,Dairy,9,6,54,Good Friday Sale
T5008,4/18/2025,Friday,weekend,Biscuits,Snacks,12,3,36,Good Friday Sale
T5009,4/18/2025,Friday,weekend,Shampoo,Personal Care,12,8,96,Good Friday Sale
T5010,4/18/2025,Friday,weekend,Flour,Groceries,4,5,20,Good Friday Sale
T5011,4/18/2025,Friday,weekend,Detergent,Household,10,10,100,Good Friday Sale
T5012,4/18/2025,Friday,weekend,Cooking Oil,Groceries,13,12,156,Good Friday Sale
T5013,4/18/2025,Friday,weekend,Soap,Personal Care,4,4,16,Good Friday Sale
T5014,4/18/2025,Friday,weekend,Oranges,Fruits,12,4,48,Good Friday Sale
T5015,4/18/2025,Friday,weekend,Cooking Oil,Groceries,7,12,84,Good Friday Sale
T5016,4/18/2025,Friday,weekend,Butter,Dairy,3,4,12,Good Friday Sale
T5017,4/18/2025,Friday,weekend,Face Wash,Personal Care,4,9,36,Good Friday Sale
T5018,4/18/2025,Friday,weekend,Tea,Beverages,13,7,91,Good Friday Sale
T5019,4/18/2025,Friday,weekend,Dish Wash,Household,6,5,30,Good Friday Sale
T5020,4/18/2025,Friday,weekend,Fish,Meat,6,18,108,Good Friday Sale
T5021,4/18/2025,Friday,weekend,Oranges,Fruits,7,4,28,Good Friday Sale
T5022,4/18/2025,Friday,weekend,Sugar,Groceries,15,6,90,Good Friday Sale
T5023,4/18/2025,Friday,weekend,Juice,Beverages,9,5,45,Good Friday Sale
T5024,4/18/2025,Friday,weekend,Bananas,Fruits,6,2,12,Good Friday Sale
T5025,4/18/2025,Friday,weekend,Butter,Dairy,1,4,4,Good Friday Sale
T5026,4/18/2025,Friday,weekend,Croissant,Bakery,3,3,9,Good Friday Sale
T5027,4/18/2025,Friday,weekend,Milk,Dairy,10,3,30,Good Friday Sale
T5028,4/18/2025,Friday,weekend,Muffin,Bakery,4,4,16,Good Friday Sale
T5029,4/18/2025,Friday,weekend,Flour,Groceries,13,5,65,Good Friday Sale
T5030,4/18/2025,Friday,weekend,Apples,Fruits,7,4,28,Good Friday Sale
T5031,4/18/2025,Friday,weekend,Eggs,Dairy,12,5,60,Good Friday Sale
T5032,4/18/2025,Friday,weekend,Coffee,Beverages,1,10,10,Good Friday Sale
T5033,4/18/2025,Friday,weekend,Croissant,Bakery,4,3,12,Good Friday Sale
T5034,4/18/2025,Friday,weekend,Juice,Beverages,9,5,45,Good Friday Sale
T5035,4/18/2025,Friday,weekend,Soap,Personal Care,4,4,16,Good Friday Sale
T5036,4/18/2025,Friday,weekend,Flour,Groceries,6,5,30,Good Friday Sale
T5037,4/18/2025,Friday,weekend,Coffee,Beverages,9,10,90,Good Friday Sale
T5038,4/18/2025,Friday,weekend,Face Wash,Personal Care,15,9,135,Good Friday Sale
T5039,4/18/2025,Friday,weekend,Muffin,Bakery,13,4,52,Good Friday Sale
T5040,4/18/2025,Friday,weekend,Shampoo,Personal Care,3,8,24,Good Friday Sale
T5041,4/18/2025,Friday,weekend,Yogurt,Dairy,1,3,3,Good Friday Sale
T5042,4/18/2025,Friday,weekend,Detergent,Household,4,10,40,Good Friday Sale
T5043,4/18/2025,Friday,weekend,Biscuits,Snacks,6,3,18,Good Friday Sale
T5044,4/18/2025,Friday,weekend,Muffin,Bakery,12,4,48,Good Friday Sale
T5045,4/18/2025,Friday,weekend,Water Bottle,Beverages,9,2,18,Good Friday Sale
T5046,4/18/2025,Friday,weekend,Pasta,Groceries,12,8,96,Good Friday Sale
T5047,4/18/2025,Friday,weekend,Face Wash,Personal Care,12,9,108,Good Friday Sale
T5048,4/18/2025,Friday,weekend,Cheese,Dairy,3,6,18,Good Friday Sale
T5049,4/18/2025,Friday,weekend,Yogurt,Dairy,10,3,30,Good Friday Sale
T5050,4/18/2025,Friday,weekend,Sugar,Groceries,10,6,60,Good Friday Sale
T5051,4/18/2025,Friday,weekend,Chocolate,Snacks,6,5,30,Good Friday Sale
T5052,4/18/2025,Friday,weekend,Muffin,Bakery,13,4,52,Good Friday Sale
T5053,4/18/2025,Friday,weekend,Tea,Beverages,3,7,21,Good Friday Sale
T5054,4/18/2025,Friday,weekend,Soap,Personal Care,7,4,28,Good Friday Sale
T5055,4/18/2025,Friday,weekend,Soft Drink,Beverages,13,4,52,Good Friday Sale
T5056,4/18/2025,Friday,weekend,Coffee,Beverages,6,10,60,Good Friday Sale
T5057,4/18/2025,Friday,weekend,Rice,Groceries,9,15,135,Good Friday Sale
T5058,4/18/2025,Friday,weekend,Fish,Meat,6,18,108,Good Friday Sale
T5059,4/18/2025,Friday,weekend,Apples,Fruits,1,4,4,Good Friday Sale
T5060,4/18/2025,Friday,weekend,Oranges,Fruits,1,4,4,Good Friday Sale
T5061,4/18/2025,Friday,weekend,Butter,Dairy,4,4,16,Good Friday Sale
T5062,4/18/2025,Friday,weekend,Yogurt,Dairy,7,3,21,Good Friday Sale
T5063,4/18/2025,Friday,weekend,Bananas,Fruits,7,2,14,Good Friday Sale
T5064,4/18/2025,Friday,weekend,Oranges,Fruits,4,4,16,Good Friday Sale
T5065,4/18/2025,Friday,weekend,Soft Drink,Beverages,1,4,4,Good Friday Sale
T5066,4/18/2025,Friday,weekend,Soft Drink,Beverages,1,4,4,Good Friday Sale
T5067,4/18/2025,Friday,weekend,Milk,Dairy,15,3,45,Good Friday Sale
T5068,4/18/2025,Friday,weekend,Soap,Personal Care,12,4,48,Good Friday Sale
T5069,4/18/2025,Friday,weekend,Toothpaste,Personal Care,9,5,45,Good Friday Sale
T5070,4/18/2025,Friday,weekend,Shampoo,Personal Care,15,8,120,Good Friday Sale
T5071,4/18/2025,Friday,weekend,Apples,Fruits,15,4,60,Good Friday Sale
T5072,4/18/2025,Friday,weekend,Detergent,Household,9,10,90,Good Friday Sale
T5073,4/18/2025,Friday,weekend,Dish Wash,Household,1,5,5,Good Friday Sale
T5074,4/18/2025,Friday,weekend,Detergent,Household,12,10,120,Good Friday Sale
T5075,4/18/2025,Friday,weekend,Sugar,Groceries,4,6,24,Good Friday Sale
T5076,4/18/2025,Friday,weekend,Apples,Fruits,10,4,40,Good Friday Sale
T5077,4/19/2025,Saturday,weekend,Juice,Beverages,3,5,15,Regular Sales
T5078,4/19/2025,Saturday,weekend,Chocolate,Snacks,12,5,60,Regular Sales
T5079,4/19/2025,Saturday,weekend,Pasta,Groceries,4,8,32,Regular Sales
T5080,4/19/2025,Saturday,weekend,Yogurt,Dairy,13,3,39,Regular Sales
T5081,4/19/2025,Saturday,weekend,Bananas,Fruits,10,2,20,Regular Sales
T5082,4/19/2025,Saturday,weekend,Yogurt,Dairy,9,3,27,Regular Sales
T5083,4/19/2025,Saturday,weekend,Tissue Paper,Household,13,3,39,Regular Sales
T5084,4/19/2025,Saturday,weekend,Tea,Beverages,6,7,42,Regular Sales
T5085,4/19/2025,Saturday,weekend,Tissue Paper,Household,10,3,30,Regular Sales
T5086,4/19/2025,Saturday,weekend,Oranges,Fruits,15,4,60,Regular Sales
T5087,4/19/2025,Saturday,weekend,Toothpaste,Personal Care,1,5,5,Regular Sales
T5088,4/19/2025,Saturday,weekend,Rice,Groceries,10,15,150,Regular Sales
T5089,4/19/2025,Saturday,weekend,Bananas,Fruits,12,2,24,Regular Sales
T5090,4/19/2025,Saturday,weekend,Sugar,Groceries,6,6,36,Regular Sales
T5091,4/19/2025,Saturday,weekend,Dish Wash,Household,7,5,35,Regular Sales
T5092,4/19/2025,Saturday,weekend,Apples,Fruits,7,4,28,Regular Sales
T5093,4/19/2025,Saturday,weekend,Cooking Oil,Groceries,3,12,36,Regular Sales
T5094,4/19/2025,Saturday,weekend,Croissant,Bakery,10,3,30,Regular Sales
T5095,4/19/2025,Saturday,weekend,Soap,Personal Care,12,4,48,Regular Sales
T5096,4/19/2025,Saturday,weekend,Cooking Oil,Groceries,9,12,108,Regular Sales
T5097,4/19/2025,Saturday,weekend,Soap,Personal Care,4,4,16,Regular Sales
T5098,4/19/2025,Saturday,weekend,Sugar,Groceries,1,6,6,Regular Sales
T5099,4/19/2025,Saturday,weekend,Oranges,Fruits,9,4,36,Regular Sales
T5100,4/19/2025,Saturday,weekend,Soap,Personal Care,3,4,12,Regular Sales
T5101,4/19/2025,Saturday,weekend,Bread,Bakery,9,2,18,Regular Sales
T5102,4/19/2025,Saturday,weekend,Shampoo,Personal Care,12,8,96,Regular Sales
T5103,4/19/2025,Saturday,weekend,Water Bottle,Beverages,12,2,24,Regular Sales
T5104,4/19/2025,Saturday,weekend,Bread,Bakery,3,2,6,Regular Sales
T5105,4/19/2025,Saturday,weekend,Butter,Dairy,15,4,60,Regular Sales
T5106,4/19/2025,Saturday,weekend,Sugar,Groceries,13,6,78,Regular Sales
T5107,4/19/2025,Saturday,weekend,Chocolate,Snacks,3,5,15,Regular Sales
T5108,4/19/2025,Saturday,weekend,Soft Drink,Beverages,15,4,60,Regular Sales
T5109,4/19/2025,Saturday,weekend,Rice,Groceries,4,15,60,Regular Sales
T5110,4/19/2025,Saturday,weekend,Bread,Bakery,12,2,24,Regular Sales
T5111,4/19/2025,Saturday,weekend,Butter,Dairy,15,4,60,Regular Sales
T5112,4/19/2025,Saturday,weekend,Bananas,Fruits,7,2,14,Regular Sales
T5113,4/19/2025,Saturday,weekend,Fish,Meat,9,18,162,Regular Sales
T5114,4/19/2025,Saturday,weekend,Apples,Fruits,6,4,24,Regular Sales
T5115,4/19/2025,Saturday,weekend,Shampoo,Personal Care,3,8,24,Regular Sales
T5116,4/19/2025,Saturday,weekend,Popcorn,Snacks,10,4,40,Regular Sales
T5117,4/19/2025,Saturday,weekend,Eggs,Dairy,13,5,65,Regular Sales
T5118,4/19/2025,Saturday,weekend,Yogurt,Dairy,10,3,30,Regular Sales
T5119,4/19/2025,Saturday,weekend,Popcorn,Snacks,1,4,4,Regular Sales
T5120,4/19/2025,Saturday,weekend,Soft Drink,Beverages,13,4,52,Regular Sales
T5121,4/19/2025,Saturday,weekend,Tea,Beverages,9,7,63,Regular Sales
T5122,4/19/2025,Saturday,weekend,Bananas,Fruits,10,2,20,Regular Sales
T5123,4/19/2025,Saturday,weekend,Shampoo,Personal Care,12,8,96,Regular Sales
T5124,4/19/2025,Saturday,weekend,Milk,Dairy,7,3,21,Regular Sales
T5125,4/19/2025,Saturday,weekend,Chocolate,Snacks,1,5,5,Regular Sales
T5126,4/19/2025,Saturday,weekend,Bananas,Fruits,6,2,12,Regular Sales
T5127,4/19/2025,Saturday,weekend,Fish,Meat,9,18,162,Regular Sales
T5128,4/19/2025,Saturday,weekend,Sugar,Groceries,10,6,60,Regular Sales
T5129,4/19/2025,Saturday,weekend,Tissue Paper,Household,9,3,27,Regular Sales
T5130,4/19/2025,Saturday,weekend,Cooking Oil,Groceries,15,12,180,Regular Sales
T5131,4/19/2025,Saturday,weekend,Chocolate,Snacks,9,5,45,Regular Sales
T5132,4/19/2025,Saturday,weekend,Coffee,Beverages,7,10,70,Regular Sales
T5133,4/19/2025,Saturday,weekend,Pasta,Groceries,1,8,8,Regular Sales
T5134,4/19/2025,Saturday,weekend,Coffee,Beverages,13,10,130,Regular Sales
